chunk
"재고 ID INV014001에 해당하는 품목은 '패딩 점퍼 736'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 210개이며, 단가는 1,051원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011802에 해당하는 품목은 '니트 가디건 082'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 487개이며, 단가는 419,375원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014681에 해당하는 품목은 '청바지 442'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 378개이며, 단가는 419,418원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011771에 해당하는 품목은 '러닝화 759'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 55개이며, 단가는 419,444원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV011433에 해당하는 품목은 '청바지 989'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 472개이며, 단가는 419,480원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014991에 해당하는 품목은 '러닝화 345'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 181개이며, 단가는 419,562원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011104에 해당하는 품목은 '청바지 648'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 465개이며, 단가는 419,787원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014942에 해당하는 품목은 '패딩 점퍼 801'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 141개이며, 단가는 419,806원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012019에 해당하는 품목은 '러닝화 106'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 268개이며, 단가는 419,825원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013454에 해당하는 품목은 '청바지 555'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 427개이며, 단가는 419,933원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011908에 해당하는 품목은 '러닝화 980'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 465개이며, 단가는 419,981원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010152에 해당하는 품목은 '패딩 점퍼 573'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 195개이며, 단가는 420,025원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011326에 해당하는 품목은 '패딩 점퍼 527'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 480개이며, 단가는 420,142원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013095에 해당하는 품목은 '면티셔츠 510'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 317개이며, 단가는 420,153원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012039에 해당하는 품목은 '청바지 349'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 347개이며, 단가는 420,185원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011524에 해당하는 품목은 '청바지 479'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 335개이며, 단가는 420,186원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014879에 해당하는 품목은 '청바지 202'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 252개이며, 단가는 420,223원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010427에 해당하는 품목은 '니트 가디건 878'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 284개이며, 단가는 420,406원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013332에 해당하는 품목은 '면티셔츠 644'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 219개이며, 단가는 420,483원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014851에 해당하는 품목은 '러닝화 992'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 367개이며, 단가는 420,522원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010823에 해당하는 품목은 '패딩 점퍼 311'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 246개이며, 단가는 420,560원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014476에 해당하는 품목은 '러닝화 702'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 398개이며, 단가는 420,715원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013036에 해당하는 품목은 '면티셔츠 744'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 186개이며, 단가는 420,829원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013695에 해당하는 품목은 '면티셔츠 083'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 491개이며, 단가는 420,954원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014651에 해당하는 품목은 '면티셔츠 904'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 102개이며, 단가는 421,195원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010086에 해당하는 품목은 '청바지 440'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 496개이며, 단가는 421,457원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012460에 해당하는 품목은 '러닝화 949'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 77개이며, 단가는 421,502원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012527에 해당하는 품목은 '면티셔츠 145'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 408개이며, 단가는 421,632원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013776에 해당하는 품목은 '패딩 점퍼 300'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 78개이며, 단가는 421,712원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV011318에 해당하는 품목은 '패딩 점퍼 784'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 486개이며, 단가는 421,762원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012664에 해당하는 품목은 '니트 가디건 502'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 428개이며, 단가는 421,779원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013215에 해당하는 품목은 '러닝화 118'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 456개이며, 단가는 421,827원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011114에 해당하는 품목은 '면티셔츠 960'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 281개이며, 단가는 421,841원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012183에 해당하는 품목은 '패딩 점퍼 812'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 299개이며, 단가는 422,054원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014727에 해당하는 품목은 '니트 가디건 365'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 453개이며, 단가는 422,318원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012213에 해당하는 품목은 '러닝화 033'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 61개이며, 단가는 422,321원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012446에 해당하는 품목은 '패딩 점퍼 258'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 124개이며, 단가는 422,412원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014215에 해당하는 품목은 '면티셔츠 781'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 397개이며, 단가는 422,484원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014410에 해당하는 품목은 '면티셔츠 031'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 68개이며, 단가는 422,732원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014322에 해당하는 품목은 '면티셔츠 832'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 446개이며, 단가는 422,765원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013366에 해당하는 품목은 '니트 가디건 080'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 282개이며, 단가는 422,879원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012318에 해당하는 품목은 '러닝화 548'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 193개이며, 단가는 422,903원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014160에 해당하는 품목은 '면티셔츠 026'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 442개이며, 단가는 423,191원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014152에 해당하는 품목은 '니트 가디건 349'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 208개이며, 단가는 423,221원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013793에 해당하는 품목은 '면티셔츠 140'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 179개이며, 단가는 423,397원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010652에 해당하는 품목은 '청바지 102'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 203개이며, 단가는 423,437원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012709에 해당하는 품목은 '패딩 점퍼 691'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 478개이며, 단가는 423,456원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014356에 해당하는 품목은 '면티셔츠 834'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 353개이며, 단가는 423,596원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013166에 해당하는 품목은 '니트 가디건 664'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 189개이며, 단가는 423,692원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011629에 해당하는 품목은 '러닝화 226'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 258개이며, 단가는 423,878원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013350에 해당하는 품목은 '면티셔츠 519'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 326개이며, 단가는 423,900원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013084에 해당하는 품목은 '니트 가디건 628'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 321개이며, 단가는 423,949원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014079에 해당하는 품목은 '청바지 310'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 118개이며, 단가는 424,146원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012378에 해당하는 품목은 '패딩 점퍼 499'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 8개이며, 단가는 424,210원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV013147에 해당하는 품목은 '청바지 148'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 475개이며, 단가는 424,580원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013828에 해당하는 품목은 '면티셔츠 850'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 238개이며, 단가는 424,779원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014822에 해당하는 품목은 '면티셔츠 159'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 222개이며, 단가는 424,815원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014217에 해당하는 품목은 '면티셔츠 532'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 24개이며, 단가는 424,904원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014520에 해당하는 품목은 '니트 가디건 580'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 338개이며, 단가는 425,109원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010804에 해당하는 품목은 '청바지 228'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 16개이며, 단가는 425,146원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014975에 해당하는 품목은 '러닝화 538'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 304개이며, 단가는 425,279원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011926에 해당하는 품목은 '니트 가디건 975'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 409개이며, 단가는 425,454원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014994에 해당하는 품목은 '면티셔츠 921'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 247개이며, 단가는 425,531원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014397에 해당하는 품목은 '패딩 점퍼 406'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 38개이며, 단가는 425,604원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV010497에 해당하는 품목은 '니트 가디건 014'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 109개이며, 단가는 425,657원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012054에 해당하는 품목은 '면티셔츠 221'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 119개이며, 단가는 425,699원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010582에 해당하는 품목은 '니트 가디건 629'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 398개이며, 단가는 425,770원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013373에 해당하는 품목은 '청바지 772'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 417개이며, 단가는 425,798원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013462에 해당하는 품목은 '니트 가디건 411'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 340개이며, 단가는 425,819원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010765에 해당하는 품목은 '청바지 566'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 328개이며, 단가는 425,974원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010313에 해당하는 품목은 '니트 가디건 849'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 295개이며, 단가는 426,129원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010496에 해당하는 품목은 '니트 가디건 808'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 75개이며, 단가는 426,345원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013093에 해당하는 품목은 '러닝화 595'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 475개이며, 단가는 426,553원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013686에 해당하는 품목은 '패딩 점퍼 280'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 248개이며, 단가는 426,655원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011532에 해당하는 품목은 '러닝화 347'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 394개이며, 단가는 426,702원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011350에 해당하는 품목은 '니트 가디건 308'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 380개이며, 단가는 426,735원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012846에 해당하는 품목은 '니트 가디건 742'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 368개이며, 단가는 426,763원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012443에 해당하는 품목은 '니트 가디건 223'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 143개이며, 단가는 427,011원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010252에 해당하는 품목은 '면티셔츠 976'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 281개이며, 단가는 427,104원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012958에 해당하는 품목은 '면티셔츠 690'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 330개이며, 단가는 427,264원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013697에 해당하는 품목은 '면티셔츠 935'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 421개이며, 단가는 427,293원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014043에 해당하는 품목은 '패딩 점퍼 244'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 211개이며, 단가는 427,403원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010873에 해당하는 품목은 '면티셔츠 095'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 380개이며, 단가는 427,409원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010277에 해당하는 품목은 '니트 가디건 522'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 80개이며, 단가는 427,506원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011242에 해당하는 품목은 '니트 가디건 119'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 443개이며, 단가는 427,511원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010841에 해당하는 품목은 '패딩 점퍼 205'입니다. 카테고리는 의류이며, 현재 대전 중부 물류허브에 보관되어 있습니다. 보유 수량은 250개이며, 단가는 427,543원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011744에 해당하는 품목은 '러닝화 982'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 52개이며, 단가는 427,644원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV012886에 해당하는 품목은 '청바지 771'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 398개이며, 단가는 427,656원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010640에 해당하는 품목은 '니트 가디건 666'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 112개이며, 단가는 427,667원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011804에 해당하는 품목은 '패딩 점퍼 004'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 109개이며, 단가는 427,675원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV014289에 해당하는 품목은 '면티셔츠 359'입니다. 카테고리는 의류이며, 현재 광주 호남 물류센터에 보관되어 있습니다. 보유 수량은 403개이며, 단가는 427,733원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011054에 해당하는 품목은 '면티셔츠 760'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 184개이며, 단가는 427,860원입니다. 공급처는 한세실업 도매이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012967에 해당하는 품목은 '러닝화 181'입니다. 카테고리는 의류이며, 현재 인천 항만 보세창고에 보관되어 있습니다. 보유 수량은 158개이며, 단가는 427,950원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013224에 해당하는 품목은 '러닝화 021'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 65개이며, 단가는 428,035원입니다. 공급처는 코오롱 패션유통이며, 현재 재고 상태는 '부족'로 파악됩니다."
"재고 ID INV014783에 해당하는 품목은 '청바지 770'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 378개이며, 단가는 428,285원입니다. 공급처는 LF 패션유통이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV013086에 해당하는 품목은 '면티셔츠 097'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 465개이며, 단가는 428,568원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV010939에 해당하는 품목은 '청바지 888'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 153개이며, 단가는 428,711원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV011745에 해당하는 품목은 '러닝화 351'입니다. 카테고리는 의류이며, 현재 경기 이천 통합물류센터에 보관되어 있습니다. 보유 수량은 122개이며, 단가는 428,750원입니다. 공급처는 신세계인터내셔날이며, 현재 재고 상태는 '정상'로 파악됩니다."
"재고 ID INV012139에 해당하는 품목은 '러닝화 180'입니다. 카테고리는 의류이며, 현재 부산 신항 물류센터에 보관되어 있습니다. 보유 수량은 366개이며, 단가는 428,869원입니다. 공급처는 한섬 B2B이며, 현재 재고 상태는 '정상'로 파악됩니다."
